content_type,code_system,architecture_system_ids,consumer_evidence_count,type_scope_count,exact_stable_id_count,exact_stable_ids,code_roles,source_paths,consumer_csv
GameplayEffectConditionDefinitionSO,services:character,architecture-system:04; architecture-system:08,54,0,43,accident:fall-slip; event:hostile-execution; relationship:first-apology; relationship:negative; room:noise; shift:day; shift:night; state:arcane-overcharge; state:arcane-overcharge-aftermath; state:emergency-stocked; state:forbidden-leap-aftermath; state:formal-status; state:insulted; state:last-stand; state:last-stand-aftermath; state:miracle-surgery-aftermath; state:pain; state:production-limit-break; state:production-limit-break-aftermath; state:ritual-fast-ended; state:ritual-fasting; state:sated; state:sweet-fed; temperature:cold; temperature:comfortable; temperature:hot; temperature:uncomfortable; terrain:rough; work:clean; work:clean-maintenance; work:contaminated-food; work:contamination; work:dangerous; work:emergency; work:long-shift; work:mentoring; work:not-clean; work:not-research; work:on-schedule; work:precision; work:research; work:retry-after-failure; work:substitute-material,ai-decision; runtime,Assets/Scripts/Services/Character/AI/Action/AIHunt.cs; Assets/Scripts/Services/Character/AI/Action/AIRescue.cs; Assets/Scripts/Services/Character/AI/CharacterRecordTemplateBank.cs; Assets/Scripts/Services/Character/AI/CharacterWorkSemanticTags.cs; Assets/Scripts/Services/Character/Ability/AbilityWork.cs; Assets/Scripts/Services/Character/CareerApplicationAdapter.cs; Assets/Scripts/Services/Character/Core/CharacterStatsProjectionService.cs; Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityDomainAdapters.cs; Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityRuntime.cs; Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs; Assets/Scripts/Services/Character/Work/StaffDiscontentRuntime.cs; Assets/Scripts/Services/Character/Work/WorkTargetSelector.cs,docs_final/content-db/code-consumers/research-effects/gameplay-effect-condition.csv
GameplayEffectConditionDefinitionSO,services:combat,,2,0,2,state:last-stand; work:craft-finished,runtime,Assets/Scripts/Services/Combat/CombatEquipmentCraftingRuntime.cs; Assets/Scripts/Services/Combat/CombatRuntimeStatFactory.cs,docs_final/content-db/code-consumers/research-effects/gameplay-effect-condition.csv
GameplayEffectConditionDefinitionSO,services:economy,architecture-system:11,2,0,1,state:golden-harvest-jackpot,runtime,Assets/Scripts/Services/Economy/CropHarvestReachableMaximumWitnessAuthority.cs; Assets/Scripts/Services/Economy/CropPlotRuntime.cs,docs_final/content-db/code-consumers/research-effects/gameplay-effect-condition.csv
GameplayEffectConditionDefinitionSO,services:foundation,,1,1,0,,runtime,Assets/Scripts/Services/Foundation/GameplayEffectContracts.cs,docs_final/content-db/code-consumers/research-effects/gameplay-effect-condition.csv
GameplayEffectConditionDefinitionSO,services:infrastructure,,2,0,2,room:noise; work:craft-finished,runtime,Assets/Scripts/Services/Infrastructure/Environment/ApparelWorkOrderRuntime.cs; Assets/Scripts/Services/Infrastructure/Rooms/RoomEnvironmentExperienceAdapter.cs,docs_final/content-db/code-consumers/research-effects/gameplay-effect-condition.csv
GameplayEffectDefinitionSO,services:effects,,2,2,0,,content-loading; persistence,Assets/Scripts/Services/Effects/Runtime/CharacterDerivedStatsSnapshot.cs; Assets/Scripts/Services/Effects/Runtime/GameplayEffectResultBoundsCatalog.cs,docs_final/content-db/code-consumers/research-effects/gameplay-effect.csv
GameplayEffectDefinitionSO,services:foundation,,1,1,0,,runtime,Assets/Scripts/Services/Foundation/GameplayEffectContracts.cs,docs_final/content-db/code-consumers/research-effects/gameplay-effect.csv
GenericItemDefinitionSO,models:captivity,,3,0,3,captivity:extracted-blood; captivity:memory-residue; captivity:restraints,runtime,Assets/Scripts/Models/Captivity/Core/CaptivityItemDefinitions.cs,docs_final/content-db/code-consumers/items/generic-item.csv
GenericItemDefinitionSO,models:combat,,2,0,2,ammo:arrow; ammo:bolt,runtime,Assets/Scripts/Models/Combat/Core/CombatItemDefinitions.cs,docs_final/content-db/code-consumers/items/generic-item.csv
GenericItemDefinitionSO,models:economy,,1,0,1,industrial:sludge,content-loading,Assets/Scripts/Models/Economy/Content/IndustrialItemDefinitions.cs,docs_final/content-db/code-consumers/items/generic-item.csv
GenericItemDefinitionSO,models:items,,8,0,8,captivity:extracted-blood; medicine:blood-pack; medicine:blood-seal-kit; medicine:field-emergency-kit; medicine:mana-core-restraint; medicine:rune-slime-patch; medicine:temporary-power-bypass; medicine:wing-splint-kit,content-loading,Assets/Scripts/Models/Items/Core/PhysicalItemRuntimeConsumerCatalog.cs,docs_final/content-db/code-consumers/items/generic-item.csv
GenericItemDefinitionSO,models:medical,,10,0,10,medicine:blood-pack; medicine:blood-seal-kit; medicine:disinfectant; medicine:field-emergency-kit; medicine:immunosuppressant; medicine:mana-core-restraint; medicine:rune-slime-patch; medicine:temporary-power-bypass; medicine:wing-splint-kit; surgery:contaminated-tissue,runtime,Assets/Scripts/Models/Medical/Core/SurgeryItemDefinitions.cs,docs_final/content-db/code-consumers/items/generic-item.csv
GenericItemDefinitionSO,models:survival,,3,0,3,dark:bone; dark:humanoid_corpse; dark:humanoid_meat,runtime,Assets/Scripts/Models/Survival/Core/DarkSurvivalItemDefinitions.cs,docs_final/content-db/code-consumers/items/generic-item.csv
GenericItemDefinitionSO,models:wildlife,,1,0,1,wild:rot,runtime,Assets/Scripts/Models/Wildlife/Core/WildlifeSpeciesDefinition.cs,docs_final/content-db/code-consumers/items/generic-item.csv
GenericItemDefinitionSO,services:character,,1,0,1,medicine:blood-pack,runtime,Assets/Scripts/Services/Character/DiseaseFieldResponseRuntime.cs,docs_final/content-db/code-consumers/items/generic-item.csv
GenericItemDefinitionSO,services:combat,,1,1,0,,runtime,Assets/Scripts/Services/Combat/CharacterMedicalSupplyOutboxDebugScenarios.cs,docs_final/content-db/code-consumers/items/generic-item.csv
GenericItemDefinitionSO,services:evolution,,1,0,1,evolution:facility-package,runtime,Assets/Scripts/Services/Evolution/EvolutionCatalystEconomyRuntime.cs,docs_final/content-db/code-consumers/items/generic-item.csv
GenericItemDefinitionSO,services:infrastructure,,3,0,3,captivity:memory-residue; industrial:sludge; wild:rot,runtime,Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs; Assets/Scripts/Services/Infrastructure/Industrial/IndustrialInfrastructureBuildingAbilities.cs; Assets/Scripts/Services/Infrastructure/KnowledgeResidueDestinationRuntime.cs,docs_final/content-db/code-consumers/items/generic-item.csv
GenericItemDefinitionSO,services:items,,1,0,1,surgery:prosthetic:arm:left,runtime,Assets/Scripts/Services/Items/Diagnostics/PreparedOutputHaulPlannerGateDebugScenarios.cs,docs_final/content-db/code-consumers/items/generic-item.csv
GenericItemDefinitionSO,services:survival,,2,0,2,survival:cooked_meal; survival:preserved_food,runtime,Assets/Scripts/Services/Survival/SurvivalFoodRuntime.cs,docs_final/content-db/code-consumers/items/generic-item.csv
GuestRequestDefinitionSO,services:economy,,1,1,0,,content-loading,Assets/Scripts/Services/Economy/ResourceEconomyContentCatalog.cs,docs_final/content-db/code-consumers/events-campaign/guest-request.csv
GuestRequestDefinitionSO,services:run,architecture-system:16,3,3,0,,runtime,Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs; Assets/Scripts/Services/Run/V20ContentResolutionService.cs,docs_final/content-db/code-consumers/events-campaign/guest-request.csv
HeritableTraitDefinitionSO,services:character,,4,4,0,,content-loading; runtime,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs,docs_final/content-db/code-consumers/characters-traits/heritable-trait.csv
HeritableTraitDefinitionSO,services:offense,,1,1,0,,runtime,Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,docs_final/content-db/code-consumers/characters-traits/heritable-trait.csv
LifeEventDefinitionSO,services:character,,3,3,0,,content-loading; runtime,Assets/Scripts/Services/Character/CharacterNarrativeAggregate.cs; Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs,docs_final/content-db/code-consumers/events-campaign/life-event.csv
LifeEventDefinitionSO,services:run,architecture-system:16,3,3,0,,runtime,Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs; Assets/Scripts/Services/Run/V20ContentResolutionService.cs,docs_final/content-db/code-consumers/events-campaign/life-event.csv
OffenseDecisionCardSO,models:offense,,1,1,0,,runtime,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs,docs_final/content-db/code-consumers/combat-health-world/offense-decision-card.csv
OffenseDecisionCardSO,services:items,,1,1,0,,content-loading,Assets/Scripts/Services/Items/GameContentCatalog.cs,docs_final/content-db/code-consumers/combat-health-world/offense-decision-card.csv
OffenseDecisionCardSO,services:offense,architecture-system:14,3,3,0,,persistence; runtime,Assets/Scripts/Services/Offense/OffenseAggregateSaveValidation.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs; Assets/Scripts/Services/Offense/Strategic/OffenseTravelAndDecisionRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/offense-decision-card.csv
OffenseEncounterSO,models:offense,,1,1,0,,runtime,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs,docs_final/content-db/code-consumers/combat-health-world/offense-encounter.csv
OffenseEncounterSO,services:items,,1,1,0,,content-loading,Assets/Scripts/Services/Items/GameContentCatalog.cs,docs_final/content-db/code-consumers/combat-health-world/offense-encounter.csv
OffenseEncounterSO,services:offense,,3,3,0,,runtime,Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs,docs_final/content-db/code-consumers/combat-health-world/offense-encounter.csv
OffenseEncounterSO,services:run,architecture-system:16,1,1,0,,runtime,Assets/Scripts/Services/Run/V20CampaignRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/offense-encounter.csv
OffenseSiteArchetypeSO,models:economy,,2,0,1,quarry,content-loading,Assets/Scripts/Models/Economy/Content/GrandProjectRuntime.cs; Assets/Scripts/Models/Economy/Content/ProductionOutputFactor.cs,docs_final/content-db/code-consumers/combat-health-world/offense-site-archetype.csv
OffenseSiteArchetypeSO,models:offense,,1,1,0,,runtime,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs,docs_final/content-db/code-consumers/combat-health-world/offense-site-archetype.csv
OffenseSiteArchetypeSO,services:factions,architecture-system:16,6,0,6,armory; farm; quarry; ritual_site; ruin; watchtower,runtime,Assets/Scripts/Services/Factions/FactionRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/offense-site-archetype.csv
OffenseSiteArchetypeSO,services:invasion,,6,0,6,armory; caravan; patrol; ritual_site; ruin; watchtower,runtime,Assets/Scripts/Services/Invasion/InvasionCampaignRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/offense-site-archetype.csv
OffenseSiteArchetypeSO,services:items,,1,1,0,,content-loading,Assets/Scripts/Services/Items/GameContentCatalog.cs,docs_final/content-db/code-consumers/combat-health-world/offense-site-archetype.csv
OffenseSiteArchetypeSO,services:offense,,5,3,2,fixed:rival-dungeon; fixed:truth-core,runtime,Assets/Scripts/Services/Offense/OffenseStrategicExpeditionServices.cs; Assets/Scripts/Services/Offense/Strategic/OffenseHexWorldSimulation.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs,docs_final/content-db/code-consumers/combat-health-world/offense-site-archetype.csv
OffenseSiteArchetypeSO,services:run,architecture-system:16,3,0,1,farm,persistence; runtime,Assets/Scripts/Services/Run/MilestonePressureApplicationAdapter.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs; Assets/Scripts/Services/Run/V20MilestoneWorldSnapshotProjector.cs,docs_final/content-db/code-consumers/combat-health-world/offense-site-archetype.csv
OffenseUrgentSiteDefinitionSO,models:offense,,1,1,0,,runtime,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs,docs_final/content-db/code-consumers/combat-health-world/offense-urgent-site.csv
OffenseUrgentSiteDefinitionSO,services:items,,1,1,0,,content-loading,Assets/Scripts/Services/Items/GameContentCatalog.cs,docs_final/content-db/code-consumers/combat-health-world/offense-urgent-site.csv
OffenseUrgentSiteDefinitionSO,services:offense,,5,5,0,,persistence; runtime,Assets/Scripts/Services/Offense/OffenseAggregateSaveValidation.cs; Assets/Scripts/Services/Offense/Strategic/OffenseHexWorldSimulation.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs; Assets/Scripts/Services/Offense/Strategic/OffenseUrgentMitigationInputOwnerRuntime.cs; Assets/Scripts/Services/Offense/Strategic/OffenseUrgentMitigationRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/offense-urgent-site.csv
ProductionRecipeSO,models:economy,architecture-system:06,22,19,3,source:grass; source:logging; source:saltstone,content-loading; persistence; runtime,Assets/Scripts/Models/Economy/Content/EmptyResourceEconomyContentCatalog.cs; Assets/Scripts/Models/Economy/Content/ProductionAssemblyBridge.cs; Assets/Scripts/Models/Economy/Content/ProductionBillRuntime.cs; Assets/Scripts/Models/Economy/Content/ProductionBillSnapshotProjector.cs; Assets/Scripts/Models/Economy/Content/ProductionBillStateCodec.cs; Assets/Scripts/Models/Economy/Content/ProductionDistributionRuntime.cs; Assets/Scripts/Models/Economy/Content/ProductionMassExplanationAuthoring.cs; Assets/Scripts/Models/Economy/Content/ProductionOutputCostAllocationAuthoring.cs; Assets/Scripts/Models/Economy/Content/ProductionOutputExecutionService.cs; Assets/Scripts/Models/Economy/Content/ProductionOutputPlanningService.cs; Assets/Scripts/Models/Economy/Content/ProductionPreparedOutputExecutionPort.cs; Assets/Scripts/Models/Economy/Content/ProductionRecipeSemanticDigest.cs; Assets/Scripts/Models/Economy/Content/ProductionRuinedBatchExecutionPort.cs; Assets/Scripts/Models/Economy/Content/ResourceEconomyModels.cs; Assets/Scripts/Models/Economy/Content/V23CraftingContracts.cs; Assets/Scripts/Models/Economy/Content/WasteProcessingPorts.cs; Assets/Scripts/Models/Economy/Content/WasteProcessingRuntime.cs; Assets/Scripts/Models/Economy/Content/WorldResourceOutputContracts.cs; Assets/Scripts/Models/Economy/Content/WorldResourceRuntime.cs; Assets/Scripts/Models/Economy/Core/ProductionRuntimeContracts.cs,docs_final/content-db/code-consumers/production-facilities/production-recipe.csv
ProductionRecipeSO,services:combat,,2,2,0,,runtime,Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationRuntimeDebugScenarios.cs; Assets/Scripts/Services/Combat/CharacterMedicalSupplyOutboxDebugScenarios.cs,docs_final/content-db/code-consumers/production-facilities/production-recipe.csv
ProductionRecipeSO,services:economy,architecture-system:06; architecture-system:07,25,25,0,,content-loading; runtime,Assets/Scripts/Services/Economy/Planning/ResourceStockPolicyRuntime.cs; Assets/Scripts/Services/Economy/ProductionAssemblyBridgeAdapter.cs; Assets/Scripts/Services/Economy/ProductionAuthoredThroughputEnvelopeAuthority.cs; Assets/Scripts/Services/Economy/ProductionAuthoredThroughputFacilityScopeAuthority.cs; Assets/Scripts/Services/Economy/ProductionConsumerDemandAdapters.cs; Assets/Scripts/Services/Economy/ProductionCycleUtilityService.cs; Assets/Scripts/Services/Economy/ProductionFacilityOutputCensus.cs; Assets/Scripts/Services/Economy/ProductionInputLogisticsService.cs; Assets/Scripts/Services/Economy/ProductionMaximumOutputFactorCatalog.cs; Assets/Scripts/Services/Economy/ProductionOutputBufferCapacityProjector.cs; Assets/Scripts/Services/Economy/ProductionOutputClearanceExecutableDescriptorRegistry.cs; Assets/Scripts/Services/Economy/ProductionOutputClearanceMeasurementScopeAuthority.cs; Assets/Scripts/Services/Economy/ProductionPassiveBatchOutputPortfolioAuthority.cs; Assets/Scripts/Services/Economy/ProductionPreparedOutputExecutionAdapter.cs; Assets/Scripts/Services/Economy/ProductionRecipeThroughputBranchAuthority.cs; Assets/Scripts/Services/Economy/ProductionRecipeWorkRateMaximumAuthority.cs; Assets/Scripts/Services/Economy/ProductionSpecialThroughputContributorRegistry.cs; Assets/Scripts/Services/Economy/ProductionWorkshopAbilities.cs; Assets/Scripts/Services/Economy/ResourceEconomyContentCatalog.cs; Assets/Scripts/Services/Economy/V23BalanceWorkCalculator.cs; Assets/Scripts/Services/Economy/V23EmbeddedWorkValueCalculator.cs; Assets/Scripts/Services/Economy/V27BalanceWorkCalculator.cs; Assets/Scripts/Services/Economy/V27EmbeddedWorkValueCalculator.cs; Assets/Scripts/Services/Economy/Waste/WasteProcessingPortAdapters.cs; Assets/Scripts/Services/Economy/WorldResourceOutputMaximumEnvelopeAuthority.cs,docs_final/content-db/code-consumers/production-facilities/production-recipe.csv
ProductionRecipeSO,services:infrastructure,,4,4,0,,content-loading; persistence; runtime,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalWorkwearProductionOutputHandler.cs; Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalWorkwearProductionOutputRestoreCapabilityValidator.cs; Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalWorkwearProductionOutputRestoreCapabilityValidatorDebugScenarios.cs; Assets/Scripts/Services/Infrastructure/ResearchRewardCatalogAdapter.cs,docs_final/content-db/code-consumers/production-facilities/production-recipe.csv
ProductionRecipeSO,views,,2,2,0,,player-observation,Assets/Scripts/Views/Buildings/UI/ProductionBuildingPanelPresenter.cs; Assets/Scripts/Views/UI/Core/ProductionRoutePanelPresenter.cs,docs_final/content-db/code-consumers/production-facilities/production-recipe.csv
ProficiencyDefinitionSO,services:character,,3,3,0,,content-loading; runtime,Assets/Scripts/Services/Character/CharacterNarrativeAggregate.cs; Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs,docs_final/content-db/code-consumers/characters-traits/proficiency.csv
ProficiencyDefinitionSO,services:foundation,,9,0,9,proficiency:construction-engineering; proficiency:crafting; proficiency:fieldwork; proficiency:food-production; proficiency:medicine; proficiency:melee-combat; proficiency:ranged-combat; proficiency:scholarship; proficiency:social,runtime,Assets/Scripts/Services/Foundation/CharacterProficiencyPrimitives.cs,docs_final/content-db/code-consumers/characters-traits/proficiency.csv
ProficiencyDefinitionSO,views,,1,1,0,,player-observation,Assets/Scripts/Views/UI/CharacterSummaryShellPresenter.cs,docs_final/content-db/code-consumers/characters-traits/proficiency.csv
ReproductionProfileSO,models:species,,2,2,0,,content-loading; runtime,Assets/Scripts/Models/Species/Core/CharacterSpeciesCatalog.cs; Assets/Scripts/Models/Species/Core/CharacterSpeciesDefinitionSO.cs,docs_final/content-db/code-consumers/characters-traits/reproduction-profile.csv
ResearchProjectSO,models:coresession,,5,0,5,research:bath-business; research:hospitality-operations; research:medical-reception; research:service-automation; research:service-flow,runtime,Assets/Scripts/Models/CoreSession/ServiceSessionContracts.cs,docs_final/content-db/code-consumers/research-effects/research-project.csv
ResearchProjectSO,models:economy,,5,0,5,research:agriculture:subterranean; research:arcane:advanced; research:authority:office; research:defense:tactical-command; research:mining:deep,content-loading,Assets/Scripts/Models/Economy/Content/GrandProjectRuntime.cs,docs_final/content-db/code-consumers/research-effects/research-project.csv
ResearchProjectSO,services:combat,architecture-system:12,5,0,5,research:equipment:lineage-binding; research:equipment:precision-fitting; research:equipment:relic-appraisal; research:equipment:rune-module-tuning; research:equipment:weapon-patterns,runtime,Assets/Scripts/Services/Combat/CombatEquipmentCraftingRuntime.cs; Assets/Scripts/Services/Combat/EquipmentHistoryTransferRuntime.cs; Assets/Scripts/Services/Combat/EquipmentModuleRuntime.cs,docs_final/content-db/code-consumers/research-effects/research-project.csv
ResearchProjectSO,services:economy,,4,0,4,research:health:pathogen-observation; research:husbandry:capture; research:medical:mycelial-grafting; research:textile:tailoring,content-loading,Assets/Scripts/Services/Economy/ResourceEconomyContentCatalog.cs,docs_final/content-db/code-consumers/research-effects/research-project.csv
ResearchProjectSO,services:effects,,1,1,0,,persistence,Assets/Scripts/Services/Effects/Runtime/CharacterDerivedStatsSnapshot.cs,docs_final/content-db/code-consumers/research-effects/research-project.csv
ResearchProjectSO,services:infrastructure,architecture-system:15,13,10,3,research:mining:deep; research:mining:quarry; research:mining:stonecutting,content-loading; persistence; runtime,Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs; Assets/Scripts/Services/Infrastructure/BlueprintResearchProjectCoordinator.cs; Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs; Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntimeProvider.cs; Assets/Scripts/Services/Infrastructure/BlueprintResearchSaveSection.cs; Assets/Scripts/Services/Infrastructure/DungeonSpaceExpansionRuntime.cs; Assets/Scripts/Services/Infrastructure/ResearchCraftingSummaryService.cs; Assets/Scripts/Services/Infrastructure/ResearchFacilityCapacityAdapter.cs; Assets/Scripts/Services/Infrastructure/ResearchGraphLayoutService.cs; Assets/Scripts/Services/Infrastructure/ResearchProjectCatalogAdapter.cs; Assets/Scripts/Services/Infrastructure/ResearchRewardCatalogAdapter.cs,docs_final/content-db/code-consumers/research-effects/research-project.csv
ResearchProjectSO,services:invasion,,1,0,1,research:defense:alliance-signals,runtime,Assets/Scripts/Services/Invasion/InvasionDefenseKitSupplyRuntime.cs,docs_final/content-db/code-consumers/research-effects/research-project.csv
ResearchProjectSO,services:offense,,1,0,1,research:survival:field-rations,runtime,Assets/Scripts/Services/Offense/OffenseExpeditionAccessRules.cs,docs_final/content-db/code-consumers/research-effects/research-project.csv
ResearchProjectSO,services:run,,2,2,0,,persistence; runtime,Assets/Scripts/Services/Run/FirstRunObjectiveRuntime.cs; Assets/Scripts/Services/Run/V20MilestoneWorldSnapshotProjector.cs,docs_final/content-db/code-consumers/research-effects/research-project.csv
ResearchProjectSO,views,,2,2,0,,player-observation,Assets/Scripts/Views/UI/ResearchTreePresentationRules.cs; Assets/Scripts/Views/UI/ResearchTreeWindow.cs,docs_final/content-db/code-consumers/research-effects/research-project.csv
ResearchUnlockBundleDefinitionSO,models:coresession,,5,0,5,research:bath-business; research:hospitality-operations; research:medical-reception; research:service-automation; research:service-flow,runtime,Assets/Scripts/Models/CoreSession/ServiceSessionContracts.cs,docs_final/content-db/code-consumers/research-effects/research-unlock-bundle.csv
ResearchUnlockBundleDefinitionSO,models:economy,,5,0,5,research:agriculture:subterranean; research:arcane:advanced; research:authority:office; research:defense:tactical-command; research:mining:deep,content-loading,Assets/Scripts/Models/Economy/Content/GrandProjectRuntime.cs,docs_final/content-db/code-consumers/research-effects/research-unlock-bundle.csv
ResearchUnlockBundleDefinitionSO,services:combat,architecture-system:12,5,0,5,research:equipment:lineage-binding; research:equipment:precision-fitting; research:equipment:relic-appraisal; research:equipment:rune-module-tuning; research:equipment:weapon-patterns,runtime,Assets/Scripts/Services/Combat/CombatEquipmentCraftingRuntime.cs; Assets/Scripts/Services/Combat/EquipmentHistoryTransferRuntime.cs; Assets/Scripts/Services/Combat/EquipmentModuleRuntime.cs,docs_final/content-db/code-consumers/research-effects/research-unlock-bundle.csv
ResearchUnlockBundleDefinitionSO,services:economy,,4,0,4,research:health:pathogen-observation; research:husbandry:capture; research:medical:mycelial-grafting; research:textile:tailoring,content-loading,Assets/Scripts/Services/Economy/ResourceEconomyContentCatalog.cs,docs_final/content-db/code-consumers/research-effects/research-unlock-bundle.csv
ResearchUnlockBundleDefinitionSO,services:infrastructure,,3,0,3,research:mining:deep; research:mining:quarry; research:mining:stonecutting,runtime,Assets/Scripts/Services/Infrastructure/DungeonSpaceExpansionRuntime.cs,docs_final/content-db/code-consumers/research-effects/research-unlock-bundle.csv
ResearchUnlockBundleDefinitionSO,services:invasion,,1,0,1,research:defense:alliance-signals,runtime,Assets/Scripts/Services/Invasion/InvasionDefenseKitSupplyRuntime.cs,docs_final/content-db/code-consumers/research-effects/research-unlock-bundle.csv
ResearchUnlockBundleDefinitionSO,services:offense,,1,0,1,research:survival:field-rations,runtime,Assets/Scripts/Services/Offense/OffenseExpeditionAccessRules.cs,docs_final/content-db/code-consumers/research-effects/research-unlock-bundle.csv
ResourceItemDefinitionSO,models:captivity,,4,0,4,supply:performance-prop-box; tool:banquet-cart; tool:prisoner-work-kit; tool:reinforced-restraint,runtime,Assets/Scripts/Models/Captivity/Core/CaptivityItemDefinitions.cs; Assets/Scripts/Models/Captivity/Core/CircusModels.cs,docs_final/content-db/code-consumers/items/resource-item.csv
ResourceItemDefinitionSO,models:combat,,11,0,11,ammo:armor-piercing-cartridge; ammo:blacksteel-bolt; ammo:incendiary-arrow; ammo:incendiary-bolt; ammo:mana-disruptor-bolt; ammo:rune-cartridge; ammo:scatter-cartridge; ammo:signal-flare; ammo:smoke-cartridge; ammo:tranquilizer-dart; item:lineage-seal,runtime,Assets/Scripts/Models/Combat/Core/CombatWeaponPrimitives.cs; Assets/Scripts/Models/Combat/Core/EquipmentProgressionModels.cs,docs_final/content-db/code-consumers/items/resource-item.csv
ResourceItemDefinitionSO,models:coresession,,1,0,1,resource:trail-charm,runtime,Assets/Scripts/Models/CoreSession/ExternalInfluenceContracts.cs,docs_final/content-db/code-consumers/items/resource-item.csv
ResourceItemDefinitionSO,models:economy,architecture-system:06,33,9,24,ammo:arrow-steel; ammo:bolt-steel; ammo:paper-cartridge; component:machine-parts; component:precision-parts; component:stock-sensor-panel; food:preserved-ration; material:alchemical-solvent; material:black-powder; material:blacksteel-ingot; material:cloth; material:compost; material:gold-ingot; material:iron-ingot; material:lead-ingot; material:lead-shot; material:lumber; material:paper; material:steel-ingot; material:stone-block; material:treated-lumber; medicine:standard; resource:clean-water; resource:mana-crystal,content-loading; persistence; runtime,Assets/Scripts/Models/Economy/Content/EmptyResourceEconomyContentCatalog.cs; Assets/Scripts/Models/Economy/Content/GrandProjectRuntime.cs; Assets/Scripts/Models/Economy/Content/ItemDefinitionCatalogSO.cs; Assets/Scripts/Models/Economy/Content/ItemDefinitionSO.cs; Assets/Scripts/Models/Economy/Content/MaterialEconomicProfileSO.cs; Assets/Scripts/Models/Economy/Content/ProductionBillRuntime.cs; Assets/Scripts/Models/Economy/Content/ProductionOutputPlanningService.cs; Assets/Scripts/Models/Economy/Content/ResourceEconomyModels.cs; Assets/Scripts/Models/Economy/Content/ResourceItemSemanticDigest.cs; Assets/Scripts/Models/Economy/Content/ResourceStockPolicySaveValidation.cs; Assets/Scripts/Models/Economy/Core/CharacterConsumableModels.cs,docs_final/content-db/code-consumers/items/resource-item.csv
